#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
5936700      3.11e-01    1.65e-01      5.33e-03    1.00e-02      1.47e-01    7.26e-02    1.7e-06
5936800      3.77e-01    2.36e-01      2.29e-02    6.83e-03      1.69e-01    1.10e-01    1.7e-06
5936900      1.56e-01    2.13e-01      8.77e-04    6.29e-03      7.41e-02    9.79e-02    1.7e-06
5937000      1.82e-01    2.42e-01      9.39e-03    1.48e-02      8.27e-02    1.05e-01    1.7e-06
5937100      2.48e-01    3.52e-01      6.65e-03    1.46e-02      1.15e-01    1.51e-01    1.7e-06
5937200      3.41e-01    2.20e-01      3.93e-02    2.01e-03      7.41e-02    1.04e-01    1.7e-06
5937300      9.10e-02    2.03e-01      8.31e-05    3.05e-03      4.33e-02    9.50e-02    1.7e-06
5937400      2.89e-01    1.83e-01      1.08e-02    2.58e-03      1.32e-01    8.57e-02    1.7e-06
5937500      4.01e-01    3.45e-01      1.74e-03    3.66e-03      1.91e-01    1.63e-01    1.7e-06
5937600      3.01e-01    2.46e-01      1.11e-02    2.99e-03      1.36e-01    1.16e-01    1.7e-06
5937700      2.13e-01    2.56e-01      9.01e-04    4.44e-03      1.01e-01    1.19e-01    1.7e-06
5937800      2.46e-01    2.41e-01      4.74e-03    8.05e-03      1.16e-01    1.11e-01    1.7e-06
5937900      2.92e-01    2.56e-01      1.02e-03    2.23e-02      1.39e-01    1.04e-01    1.7e-06
5938000      1.60e-01    2.95e-01      8.73e-03    3.44e-03      7.12e-02    1.39e-01    1.7e-06
5938100      5.09e-02    2.85e-01      4.39e-03    3.56e-03      2.25e-02    1.35e-01    1.7e-06
5938200      2.42e-01    1.41e-01      1.00e-02    1.54e-03      1.07e-01    6.63e-02    1.7e-06
5938300      2.70e-01    1.47e-01      1.30e-03    6.30e-03      1.28e-01    6.63e-02    1.7e-06
5938400      3.77e-01    1.81e-01      2.16e-02    7.63e-04      1.66e-01    8.59e-02    1.7e-06
5938500      4.28e-01    2.86e-01      3.49e-02    8.68e-03      1.84e-01    1.34e-01    1.7e-06
5938600      4.06e-01    2.15e-01      1.85e-02    1.03e-02      1.81e-01    8.12e-02    1.7e-06
5938700      5.91e-01    1.65e-01      4.67e-02    1.03e-02      2.29e-01    7.40e-02    1.7e-06
5938800      2.27e-01    1.62e-01      4.93e-03    6.84e-04      1.06e-01    7.71e-02    1.7e-06
5938900      5.05e-01    1.92e-01      1.06e-02    1.06e-02      2.37e-01    8.76e-02    1.7e-06
5939000      2.87e-01    3.00e-01      4.21e-04    6.84e-03      1.37e-01    1.40e-01    1.7e-06
5939100      1.80e-01    1.41e-01      6.88e-03    3.11e-03      8.21e-02    6.57e-02    1.7e-06
5939200      2.27e-01    1.51e-01      1.18e-02    1.09e-02      1.01e-01    6.87e-02    1.7e-06
5939300      1.44e-01    1.47e-01      1.62e-03    5.84e-03      6.83e-02    6.85e-02    1.7e-06
5939400      2.45e-01    1.83e-01      1.87e-03    4.65e-03      1.17e-01    8.38e-02    1.7e-06
5939500      2.24e-01    3.80e-01      9.26e-04    1.87e-02      1.06e-01    1.68e-01    1.7e-06
5939600      2.18e-01    2.97e-01      9.93e-03    2.67e-03      9.75e-02    1.41e-01    1.7e-06
5939700      1.97e-01    2.67e-01      4.87e-03    1.26e-02      9.05e-02    1.20e-01    1.7e-06
5939800      2.06e-01    1.61e-01      3.68e-03    7.25e-04      9.62e-02    7.63e-02    1.7e-06
5939900      1.25e-01    2.11e-01      3.66e-03    2.54e-03      5.82e-02    9.93e-02    1.7e-06
5940000      2.08e-01    3.81e-01      8.68e-03    3.69e-02      9.34e-02    1.16e-01    1.7e-06
5940100      2.35e-01    2.08e-01      7.17e-03    5.24e-03      1.09e-01    9.53e-02    1.7e-06
5940200      2.23e-01    1.78e-01      7.70e-03    3.86e-03      1.03e-01    8.36e-02    1.7e-06
5940300      1.71e-01    1.74e-01      2.95e-03    4.53e-03      7.99e-02    7.97e-02    1.7e-06
5940400      1.47e-01    5.92e-01      1.29e-02    8.66e-02      6.25e-02    1.36e-01    1.7e-06
5940500      3.06e-01    2.11e-01      1.07e-02    3.85e-03      1.44e-01    9.98e-02    1.7e-06
5940600      1.22e-01    1.72e-01      3.77e-03    3.95e-03      5.67e-02    8.09e-02    1.7e-06
5940700      1.75e-01    1.81e-01      3.81e-03    1.39e-03      8.27e-02    8.62e-02    1.7e-06
5940800      1.62e-01    1.81e-01      5.88e-03    3.26e-03      7.14e-02    8.49e-02    1.7e-06
5940900      1.66e-01    2.25e-01      6.11e-04    5.92e-03      7.90e-02    1.06e-01    1.7e-06
5941000      2.13e-01    2.04e-01      1.48e-03    6.91e-03      1.01e-01    9.60e-02    1.7e-06
5941100      2.03e-01    1.36e-01      2.16e-03    1.85e-03      9.62e-02    6.39e-02    1.7e-06
5941200      3.58e-01    2.06e-01      2.23e-02    8.73e-03      1.66e-01    8.78e-02    1.7e-06
5941300      1.92e-01    1.55e-01      2.30e-03    3.08e-03      9.00e-02    7.31e-02    1.7e-06
5941400      1.43e-01    2.51e-01      6.72e-03    2.31e-03      5.97e-02    1.19e-01    1.7e-06
5941500      1.55e-01    2.57e-01      1.22e-02    2.57e-02      6.50e-02    9.79e-02    1.7e-06
5941600      3.02e-01    1.70e-01      1.70e-03    1.78e-03      1.44e-01    8.01e-02    1.7e-06
5941700      2.99e-01    1.50e-01      1.14e-02    1.17e-03      1.36e-01    7.12e-02    1.7e-06
5941800      5.36e-02    2.08e-01      1.41e-03    9.42e-03      2.53e-02    9.61e-02    1.7e-06
5941900      1.70e-01    1.61e-01      3.26e-03    9.32e-03      7.93e-02    7.00e-02    1.7e-06
5942000      1.23e-01    2.07e-01      4.23e-03    3.99e-03      5.62e-02    9.62e-02    1.7e-06
5942100      1.03e-01    1.23e-01      5.55e-03    4.98e-03      4.55e-02    5.61e-02    1.7e-06
5942200      1.69e-01    1.63e-01      8.73e-03    1.19e-02      7.75e-02    7.17e-02    1.7e-06
5942300      2.02e-01    1.56e-01      1.94e-03    1.89e-04      9.60e-02    7.44e-02    1.7e-06
5942400      1.92e-01    1.54e-01      2.93e-03    2.18e-03      9.03e-02    7.27e-02    1.7e-06
5942500      4.08e-01    1.97e-01      1.95e-03    6.45e-03      1.94e-01    9.30e-02    1.7e-06
5942600      4.03e-01    1.94e-01      6.40e-03    1.81e-03      1.90e-01    9.19e-02    1.7e-06
5942700      2.99e-01    3.40e-01      3.93e-02    1.48e-02      9.34e-02    1.53e-01    1.7e-06
5942800      2.23e-01    1.83e-01      4.40e-04    1.10e-03      1.06e-01    8.72e-02    1.7e-06
5942900      1.43e-01    2.05e-01      4.13e-03    3.01e-03      6.49e-02    9.60e-02    1.7e-06
5943000      2.24e-01    1.76e-01      3.07e-03    8.97e-03      1.06e-01    7.22e-02    1.7e-06
5943100      2.49e-01    2.13e-01      3.12e-02    7.95e-03      1.08e-01    9.74e-02    1.7e-06
5943200      1.32e-01    1.56e-01      1.12e-03    7.11e-03      6.28e-02    6.54e-02    1.7e-06
5943300      1.34e-01    3.04e-01      2.85e-03    4.39e-03      6.17e-02    1.44e-01    1.7e-06
5943400      2.20e-01    2.58e-01      3.67e-03    3.17e-03      1.04e-01    1.22e-01    1.7e-06
5943500      2.51e-01    1.72e-01      5.47e-03    5.12e-03      1.17e-01    7.99e-02    1.7e-06
5943600      1.43e-01    4.65e-01      5.51e-03    1.07e-02      6.56e-02    2.16e-01    1.7e-06
5943700      1.81e-01    2.53e-01      2.02e-03    9.40e-03      8.56e-02    1.17e-01    1.7e-06
5943800      2.08e-01    2.18e-01      6.74e-04    7.49e-03      9.91e-02    9.75e-02    1.7e-06
5943900      1.17e-01    1.73e-01      2.78e-03    5.96e-03      5.40e-02    8.08e-02    1.7e-06
5944000      2.04e-01    1.28e-01      2.05e-02    2.41e-03      7.73e-02    6.00e-02    1.7e-06
5944100      2.34e-01    1.95e-01      2.22e-03    3.92e-03      1.12e-01    9.17e-02    1.7e-06
5944200      2.38e-01    1.53e-01      1.29e-02    2.32e-03      1.01e-01    7.22e-02    1.7e-06
5944300      1.42e-01    4.97e-01      1.54e-04    2.36e-02      6.76e-02    2.24e-01    1.7e-06
5944400      4.32e-01    1.91e-01      1.11e-03    7.28e-03      2.06e-01    8.88e-02    1.7e-06
5944500      2.91e-01    2.12e-01      3.62e-04    4.70e-03      1.39e-01    9.81e-02    1.7e-06
5944600      2.06e-01    1.83e-01      4.47e-03    5.60e-03      9.57e-02    8.59e-02    1.7e-06
5944700      1.34e-01    2.23e-01      1.11e-03    1.72e-03      6.37e-02    1.06e-01    1.7e-06
5944800      1.62e-01    1.87e-01      5.53e-05    7.97e-03      7.73e-02    8.25e-02    1.7e-06
5944900      3.01e-01    1.86e-01      7.38e-03    4.01e-03      1.40e-01    8.62e-02    1.7e-06
5945000      7.48e-02    1.05e-01      1.64e-04    1.27e-02      3.57e-02    4.36e-02    1.7e-06
5945100      9.62e-02    2.38e-01      9.47e-03    2.63e-03      3.60e-02    1.13e-01    1.7e-06
5945200      1.89e-01    2.91e-01      1.65e-03    7.83e-03      8.95e-02    1.36e-01    1.7e-06
5945300      2.28e-01    1.80e-01      3.68e-03    3.46e-03      1.08e-01    8.42e-02    1.7e-06
5945400      2.34e-01    1.81e-01      7.19e-03    6.27e-03      1.09e-01    8.38e-02    1.7e-06
5945500      1.35e-01    4.03e-01      1.03e-03    1.27e-02      6.40e-02    1.83e-01    1.7e-06
5945600      1.46e-01    2.87e-01      7.63e-03    5.49e-03      6.12e-02    1.34e-01    1.7e-06
5945700      3.06e-01    2.11e-01      9.99e-03    4.35e-03      1.41e-01    9.89e-02    1.7e-06
5945800      1.31e-01    2.53e-01      2.37e-03    3.23e-03      6.22e-02    1.20e-01    1.7e-06
5945900      2.42e-01    2.03e-01      1.43e-03    4.38e-03      1.15e-01    9.45e-02    1.7e-06
5946000      1.35e-01    2.43e-01      4.54e-03    4.95e-03      6.37e-02    1.14e-01    1.7e-06
5946100      1.87e-01    1.87e-01      6.93e-04    2.70e-03      8.91e-02    8.83e-02    1.7e-06
5946200      8.20e-02    2.45e-01      4.04e-04    4.98e-03      3.91e-02    1.16e-01    1.7e-06
5946300      2.15e-01    1.36e-01      3.39e-03    1.94e-03      1.02e-01    6.35e-02    1.7e-06
5946400      6.83e-01    3.16e-01      4.85e-02    9.10e-03      6.28e-02    1.46e-01    1.7e-06
5946500      2.68e-01    2.34e-01      9.11e-03    4.99e-03      1.26e-01    1.11e-01    1.7e-06
5946600      3.95e-01    2.64e-01      1.96e-02    3.09e-03      1.66e-01    1.26e-01    1.7e-06
5946700      1.41e-01    2.88e-01      1.65e-02    1.37e-02      5.72e-02    1.10e-01    1.7e-06
5946800      3.54e-01    1.14e-01      2.53e-02    5.05e-04      4.86e-02    5.41e-02    1.7e-06
5946900      3.37e-01    3.81e-01      9.96e-03    1.30e-02      1.57e-01    1.72e-01    1.7e-06
5947000      2.56e-01    2.78e-01      1.22e-02    1.96e-03      1.13e-01    1.32e-01    1.7e-06
5947100      1.98e-01    2.80e-01      5.45e-03    1.96e-02      9.13e-02    1.29e-01    1.7e-06
5947200      1.44e-01    3.43e-01      1.89e-02    1.52e-02      4.56e-02    1.53e-01    1.7e-06
5947300      1.40e-01    2.01e-01      1.14e-04    4.16e-03      6.69e-02    9.37e-02    1.7e-06
5947400      1.20e-01    1.98e-01      2.55e-03    8.85e-03      5.70e-02    9.12e-02    1.7e-06
5947500      1.09e-01    1.78e-01      4.52e-03    1.40e-03      4.69e-02    8.44e-02    1.7e-06
5947600      8.93e-02    1.83e-01      3.48e-03    4.46e-03      3.90e-02    8.51e-02    1.7e-06
5947700      3.43e-01    2.54e-01      2.44e-02    1.54e-02      7.45e-02    7.96e-02    1.7e-06
5947800      3.11e-01    3.18e-01      4.90e-03    2.81e-03      1.47e-01    1.51e-01    1.7e-06
5947900      1.91e-01    2.98e-01      4.87e-04    2.66e-02      9.12e-02    1.10e-01    1.7e-06
5948000      1.05e-01    2.47e-01      8.77e-04    2.42e-03      5.00e-02    1.18e-01    1.7e-06
5948100      1.58e-01    1.82e-01      4.80e-03    5.79e-03      7.41e-02    8.60e-02    1.7e-06
5948200      1.13e-01    1.87e-01      4.14e-03    4.35e-03      5.15e-02    8.79e-02    1.7e-06
5948300      2.12e-01    1.93e-01      2.81e-03    4.75e-03      1.01e-01    9.07e-02    1.7e-06
5948400      1.71e-01    1.24e-01      5.00e-03    2.36e-03      7.74e-02    5.69e-02    1.7e-06
5948500      3.29e-01    2.11e-01      4.35e-02    9.15e-03      1.28e-01    8.55e-02    1.7e-06
5948600      1.27e-01    1.35e-01      6.32e-04    2.50e-03      6.08e-02    6.39e-02    1.7e-06
5948700      4.76e-01    1.68e-01      1.88e-02    4.41e-03      2.22e-01    7.86e-02    1.7e-06
5948800      4.31e-01    1.61e-01      1.17e-02    1.70e-03      1.93e-01    7.65e-02    1.7e-06
5948900      3.34e-01    2.55e-01      6.96e-03    3.53e-03      1.57e-01    1.21e-01    1.7e-06
5949000      2.94e-01    2.59e-01      1.09e-03    1.26e-02      1.40e-01    1.21e-01    1.7e-06
5949100      1.36e-01    2.55e-01      2.08e-03    1.25e-02      6.42e-02    1.19e-01    1.7e-06
5949200      2.30e-01    3.58e-01      2.24e-03    1.16e-02      1.09e-01    1.67e-01    1.7e-06
5949300      1.76e-01    1.96e-01      6.89e-03    2.81e-03      7.88e-02    9.25e-02    1.7e-06
5949400      1.25e-01    2.59e-01      8.73e-04    2.31e-03      5.97e-02    1.23e-01    1.7e-06
5949500      1.43e-01    2.90e-01      4.03e-03    2.14e-03      6.69e-02    1.38e-01    1.7e-06
5949600      1.63e-01    2.26e-01      3.91e-03    5.58e-03      7.52e-02    1.07e-01    1.7e-06
5949700      2.12e-01    2.48e-01      6.14e-03    2.60e-03      9.77e-02    1.18e-01    1.7e-06
5949800      1.70e-01    2.22e-01      8.92e-03    1.48e-02      6.14e-02    9.85e-02    1.7e-06
5949900      1.49e-01    2.33e-01      3.65e-07    9.37e-03      7.13e-02    1.07e-01    1.7e-06
5950000      1.16e-01    1.42e-01      7.32e-03    1.78e-03      4.94e-02    6.74e-02    1.7e-06
5950100      1.47e-01    2.04e-01      7.19e-03    4.90e-03      6.70e-02    9.50e-02    1.7e-06
5950200      2.88e-01    1.89e-01      1.48e-02    6.28e-03      1.27e-01    8.76e-02    1.7e-06
5950300      1.49e-01    1.40e-01      4.68e-03    9.24e-04      7.01e-02    6.66e-02    1.7e-06
5950400      2.24e-01    2.45e-01      1.13e-02    4.50e-03      9.93e-02    1.16e-01    1.7e-06
5950500      1.74e-01    1.64e-01      1.31e-02    1.92e-03      7.11e-02    7.70e-02    1.7e-06
5950600      2.12e-01    1.53e-01      4.90e-04    5.59e-03      1.01e-01    7.06e-02    1.7e-06
5950700      2.19e-01    2.56e-01      2.13e-03    8.78e-03      1.04e-01    1.16e-01    1.7e-06
5950800      1.84e-01    2.14e-01      1.03e-02    6.83e-03      8.74e-02    9.83e-02    1.7e-06
5950900      3.36e-01    1.78e-01      1.54e-03    1.85e-03      1.60e-01    8.46e-02    1.7e-06
5951000      1.60e-01    1.93e-01      1.06e-03    1.34e-03      7.63e-02    9.22e-02    1.7e-06
5951100      1.49e-01    2.25e-01      2.07e-04    5.36e-03      7.12e-02    1.06e-01    1.7e-06
5951200      2.43e-01    1.77e-01      2.87e-02    1.58e-03      5.81e-02    8.42e-02    1.7e-06
5951300      2.54e-01    2.43e-01      2.63e-03    1.11e-02      1.21e-01    1.14e-01    1.7e-06
5951400      2.60e-01    2.26e-01      5.41e-03    3.26e-03      1.23e-01    1.07e-01    1.7e-06
5951500      1.46e-01    2.25e-01      4.83e-04    3.47e-02      6.97e-02    6.25e-02    1.7e-06
5951600      9.05e-02    1.39e-01      7.32e-03    1.89e-03      3.78e-02    6.51e-02    1.7e-06
5951700      2.53e-01    1.70e-01      5.40e-03    8.22e-03      1.19e-01    7.86e-02    1.7e-06
5951800      3.52e-01    2.39e-01      2.91e-02    4.10e-03      1.36e-01    1.13e-01    1.7e-06
5951900      2.05e-01    2.08e-01      3.31e-03    3.42e-03      9.67e-02    9.79e-02    1.7e-06
5952000      1.29e-01    1.57e-01      3.03e-03    7.40e-03      6.05e-02    7.21e-02    1.7e-06
5952100      1.49e-01    3.63e-01      1.58e-03    7.51e-03      7.11e-02    1.68e-01    1.7e-06
5952200      1.02e-01    2.64e-01      1.56e-03    5.68e-03      4.83e-02    1.24e-01    1.7e-06
5952300      2.92e-01    1.77e-01      1.66e-02    6.70e-03      1.09e-01    7.68e-02    1.7e-06
5952400      3.24e-01    2.23e-01      2.38e-02    2.95e-03      6.54e-02    1.06e-01    1.7e-06
5952500      2.54e-01    1.98e-01      2.24e-02    4.84e-03      7.13e-02    9.16e-02    1.7e-06
5952600      1.42e-02    2.26e-01      1.45e-04    1.44e-03      6.77e-03    1.08e-01    1.7e-06
5952700      3.62e-01    2.24e-01      1.28e-02    3.33e-03      1.68e-01    1.06e-01    1.7e-06
5952800      2.79e-01    2.40e-01      2.07e-03    3.09e-03      1.33e-01    1.15e-01    1.7e-06
5952900      2.06e-01    2.51e-01      3.61e-03    4.61e-03      9.77e-02    1.19e-01    1.7e-06
5953000      2.09e-01    1.41e-01      2.70e-03    1.27e-03      9.99e-02    6.69e-02    1.7e-06
5953100      3.68e-01    2.44e-01      1.03e-02    3.15e-03      1.73e-01    1.16e-01    1.7e-06
5953200      1.79e-01    2.30e-01      2.40e-03    3.95e-03      8.45e-02    1.09e-01    1.7e-06
5953300      1.62e-01    2.28e-01      5.15e-03    2.79e-03      7.54e-02    1.08e-01    1.7e-06
5953400      2.12e-01    2.89e-01      1.45e-02    1.76e-02      7.91e-02    1.27e-01    1.7e-06
5953500      2.13e-01    2.66e-01      1.53e-03    1.27e-02      1.02e-01    1.22e-01    1.7e-06
5953600      1.06e-01    2.41e-01      1.58e-03    1.29e-02      5.04e-02    1.08e-01    1.7e-06
5953700      3.54e-01    3.54e-01      1.34e-03    2.22e-02      1.69e-01    8.79e-02    1.7e-06
5953800      2.00e-01    3.07e-01      1.33e-02    1.20e-02      8.84e-02    1.40e-01    1.7e-06
5953900      1.88e-01    1.94e-01      6.89e-04    6.08e-03      9.00e-02    9.02e-02    1.7e-06
5954000      1.59e-01    1.63e-01      1.02e-02    3.39e-03      5.82e-02    7.61e-02    1.7e-06
5954100      1.23e-01    2.05e-01      2.33e-04    8.95e-03      5.89e-02    9.41e-02    1.7e-06
5954200      2.15e-01    1.51e-01      1.79e-03    2.58e-03      1.02e-01    7.17e-02    1.7e-06
5954300      1.96e-01    1.88e-01      9.71e-03    3.22e-03      9.14e-02    8.94e-02    1.7e-06
5954400      1.62e-01    2.49e-01      4.03e-03    4.16e-03      7.64e-02    1.17e-01    1.7e-06
5954500      1.53e-01    1.17e-01      1.95e-03    3.29e-03      7.23e-02    5.36e-02    1.7e-06
5954600      1.60e-01    3.36e-01      1.36e-04    6.27e-03      7.66e-02    1.59e-01    1.7e-06
5954700      3.00e-01    2.01e-01      1.02e-03    8.09e-03      1.43e-01    8.31e-02    1.7e-06
5954800      2.99e-01    1.85e-01      8.66e-04    3.70e-03      1.43e-01    8.63e-02    1.7e-06
5954900      1.00e-01    2.04e-01      2.75e-03    4.48e-03      4.60e-02    9.49e-02    1.7e-06
5955000      2.75e-01    2.66e-01      1.12e-03    2.88e-02      1.32e-01    1.08e-01    1.7e-06
5955100      4.21e-01    2.65e-01      3.92e-03    9.92e-03      2.01e-01    1.23e-01    1.7e-06
5955200      1.54e-01    4.37e-01      2.95e-03    2.78e-02      7.23e-02    1.94e-01    1.7e-06
5955300      3.23e-01    2.16e-01      3.88e-03    1.02e-02      1.54e-01    9.79e-02    1.7e-06
5955400      1.50e-01    2.17e-01      3.01e-03    1.52e-02      7.09e-02    9.70e-02    1.7e-06
5955500      2.13e-01    2.17e-01      3.13e-03    9.48e-03      1.01e-01    1.01e-01    1.7e-06
5955600      1.98e-01    1.98e-01      7.88e-03    8.23e-03      9.17e-02    9.20e-02    1.7e-06
5955700      1.86e-01    2.28e-01      9.99e-03    5.16e-03      8.43e-02    1.08e-01    1.7e-06
5955800      1.41e-01    2.79e-01      6.03e-03    9.51e-03      6.09e-02    1.31e-01    1.7e-06
5955900      1.03e-01    2.06e-01      3.91e-03    6.95e-03      4.65e-02    9.65e-02    1.7e-06
5956000      1.21e-01    1.56e-01      1.36e-04    1.24e-03      5.78e-02    7.45e-02    1.7e-06
5956100      7.14e-02    1.40e-01      8.56e-04    7.91e-04      3.41e-02    6.71e-02    1.7e-06
5956200      1.25e-01    2.35e-01      3.57e-03    4.27e-03      5.82e-02    1.10e-01    1.7e-06
5956300      3.16e-01    1.85e-01      2.04e-04    2.81e-02      1.51e-01    5.42e-02    1.7e-06
5956400      2.07e-01    1.31e-01      3.61e-03    2.05e-02      9.83e-02    4.90e-02    1.7e-06
5956500      2.28e-01    1.45e-01      1.24e-03    1.57e-03      1.09e-01    6.85e-02    1.7e-06
5956600      3.32e-01    3.45e-01      6.23e-03    3.22e-02      1.57e-01    1.34e-01    1.7e-06
5956700      2.16e-01    1.55e-01      4.64e-03    1.77e-03      1.02e-01    7.35e-02    1.7e-06
5956800      9.72e-02    2.23e-01      8.60e-04    5.01e-03      4.64e-02    1.04e-01    1.7e-06
